,title,contents
1458,윤일병 가혹행위 사건을 최초로 세상에 알린 장본인,예비역 김재량씨 윤일병 사건 때는 상병 자기 밑에 동생이 군대에 있어서 동생 생각나서 윤일병이 당한 피해를 못참고 세상에 알림 그러나 현실은 내부고발이라는 죄목과 함께 강제 전출과 따돌림으로 우울증과 불면증을 겪었음 하지만 포기않고 윤일병 사망 사건의 진실을 알렸고 윤일병 사건은 결국 세상에 나와 가혹행위의 심각성을 알려주게
1459,운적 요소를 완전히 배제한 순수 실력제 스포츠 근황,지난밤 마이크로소프트의 공식 스폰서로 개최된 제한시간 안에 엑셀 문제 풀기 대회 전세계 기업 재무직원들 인이 실시간으로 문제를 풀고 예선 승리자끼리 토너먼트로 본선 진출 결승전 진행 해당 문제와 풀이과정은 추후 원드라이브를 통해 공개 예정 운적인 요소 따위 절대 없는 초국적 기업의 후원으로 이루어진 순수 실력제 스포츠
1460,인간승리,년에 머리부터 떨어지는 사고를 당하고 목뼈가 부러져서 머리 아래로는 감각이 없음 상태로 무기력하게 지내다가 친형이 소개해준 통해 게임에 입문 년엔 포트나이트 기네스 기록도 세울 정도의 빠요엔이
1464,형돈이와 대준이 팀명이 그렇게 이유,원래는 도니코니 줄여서 동콩으로 하려고 했지만 우연히 지나가던 유느님이 말씀하시길 형돈이와 대준이 하여라 하셨다고
1465,러시아에서 홍보중인 한국 문화 포스터 수준,주러시아 한국문화원과 한국관광공사 모스크바 지사와 공동으로 월간 한국문화제인 개최하였다고함 포스터 매우 이쁘다
1467,인종 논란에서 너무나도 자유로운 헐리우드 배우,드웨인 존슨은 다들 알다시피 흑인과 남방계 황인종인 폴리네시아인의 혼혈임 근데 피부색도 밝고 두상도 좁아서 백인처럼 보이기도 그래서 영화 안드레아스에선 백인과 결혼해서 딸도 백인 외모 영화 스카이스크래퍼에선 흑인과 결혼했는지 자녀들도 흑인 외모 분노의 질주에선 딸이 폴리네시아인 외모로 나와서 아빠한테 뉴질랜드의 폴리네시아인인 마오리족의 풍습 하카를 배운다
1479,스포 미스트 영화판 스티븐킹이 만족한 이유,소설보다 오히려 영화판에서 스티븐킹이 말하려고했는지 안개가 어떤건지 표현된것 때문인지 스티븐킹이 굉장히 만족스러워했다는 영화 미스트 사실 영화는 보고나서 이게 뭥미 이런 엔딩 이라고 여긴 사람이 많았을텐데 왜냐하면 작중 내용이 전개되는 도중에 그래서 안개가 정확하게 뭔지 이런 일이 일어나는지 하필 주인공들이 그런 일을 겪는지 전혀 다른 부연설명을 안해주기 때문인데 보는 관객 입장에선 뜬금없이 안개속 괴물이 있어서 사람들이 그냥 마구잡이로 죽이는걸로 보일수있기 때문 인데 생각보다 영화에선 이걸 표현을 잘했음 정체불명의 안개속 두려움에 휩싸인 사람들이 마트에 모여서 나가면 죽는다고 소리치는 와중에 아이를 찾아야한다며 떠다는 그녀 이분은 이따가 다시 이야기하기로하고 비교적 초반에 마트에서 거대한 촉수에게 잡혀가서 죽은 직원 직원은 무서운거 없다면서 큰소리치지만 사실 겁에 질려서 허세를 부리는게 과장된 동작 떠는 다리 동네방네 울릴정도의 목소리로 사실 겁먹었어요하고 표를 내는데 아니나 다를까 안개속에 있다는 무언가 촉수에 잡혀가서 사망 여러 사람들이 죽고 점점 불안해지는 상황속에 마트안 사람들은 점점 광기에 휩싸이게되는데 광기에 휩싸인 사람들이 알게된 충격적인 정보 미군이 무언가 했다 그래서 고작 이등병에 불과한 아무것도 모르는 군인이지만 자의 잘못으로 모두가 이런 꼴을 당했다며 칼찌를 한방 놔주고 고통과 두려움에 휩싸인 그를 마트밖 안개로 내보낸다 그리고 모두에게 익숙한 사람 성경대로 종말이 왔다고 외치는 광신도 여자는 정말로 성경의 종말이 왔다고 믿고 사람들에게 호도했고 잠시 사람들은 안개속에서 마치 계시록 예언에 나오는 황충과 같은 괴물들에게 습격을 받게된다 이윽고 산제물을 바쳐야한다는 소리까지 나오자 주인공 일행은 머리에 정의로운 총알을 박아주고 광기에 가득찬곳을 떠나나오는데 안개로 멀리 보이는것은 아무것도 없는 상황에서 안개속에서 보았던 거대한 괴수의 소리가 어디선가 들려오는것 같은 상황에서 주인공일행은 비참하고 절망적인 상황에서 인간답게 죽고싶다며 차례차례 택하는데 주인공의 차례가되자 총알이 떨어져 주인공은 하지 못한다 그리고 절망적인 상황속에서 다시 안개속에서 소음이 들려오고 주인공은 죽으려고 마음먹은듯 밖으로 뛰쳐나가는데 절망적인 상황에서 주인공이 보게된것은 괴물과 안개를 총과 화염방사기로 처리하는 미군과 앞에 아이들을 찾으러 나갔던 그녀였다 그리고 엔딩에 사람들이 뭥미 하고 외치지만 사실 사람이 살아남을거라는 떡밥은 앞부터 있었다 안개속에 두려운 무언가가 있지 않을까 하는 누군가의 두려움에의헤 첫번째로 모습을 보였던 거미와도 같은 괴물 성경속 재앙이 온다는 두려움과 믿음속에 나타난 베헤모스와 황충 안개는 그저 그들이 믿는대로 두려워하는 그대로를 보여주었다 그래서 자신의 안위보다 아이를 찾겠다는 생각만이 가득한 그녀는 아이를 찾고 안개가 묵시록의 재앙이라 생각한 이들을 묵시록의 재앙을 맞고 과학과 이성으로만 보았던 미군은 고작해야 안개와 다른 차원의 생물종에 불과한 그들을 가볍게 청소해낸것이다 그래서 주인공 일행을 죽인건 안개도 괴물도 아닌 그저 그들 스스로의 광기와 두려움이였다
1484,약혐 인공보존료를 사용하지않는걸 강조하는 버거킹 광고 근황,어릴때 식빵 한조각에 곰팡이 핀거 냅두면 얼마나 커질까 궁금해서 방에 냅둿다가 엄마한테 등짝스매시 맞은 기억이 떠오르는군
1490,결국 악플러들 선처없이 고소 진행한 박지성,유상철 조문도 안가고 조의도 표현 안했다고 박지성 아내 김민지 유튜브는 물론 평소 박지성에 대한 악감정을 드러내는 등에서 악플과 모욕글은 물론 유상철과 월드컵 멤버와 사이가 안좋다는 악성 루머를 퍼트림 알고보니 박지성과 가족들은 영국에 있어 박지성 아버지가 대신 조문갔고 본인은 유가족과 통화하며 조의함 박지성은 드러내지 않는 평소 모습대로 슬픈 일이라고 티를 안냈을 뿐임 결국 고소할 예정이고 절대 선처는 없을 것이다며 오늘 입장문
1496,왕따를 당하던 초등학생의 생일 파티,초딩시절 와이프 씌발 내가 찍은거 알지 초대장 받고 생일 가는 끼들 뒤진다
1505,일본 영화팬 선정 실사화에 성공한 영화 순위,공동 사이키 쿠스오의 재난 원작 그대로의 감성이라 좋았다 애니메이션을 보면서 실사배우는 얘가 좋겠다 라는 배우가 그대로 나와 좋았다 공동 약속의 네버랜드 나이 설정을 바꾼 것은 글쎄 였지만 연기력이 좋았다 원작에서 가장 마음에 드는 하우스 탈출까지 다룬게 좋았다 카케구루이 전원의 연기가 좋았고 다른 실사화와 다르게 오리지널 전개가 좋았다 원작부터가 막나가는 세계관이라 배우의 오버하는 연기가 잘어울렸다 치하야후루 작품 자체가 현실에도 있을법한 소재라서 좋았다 날아라 사이타마 과장된 연기가 코믹해 웃으며 보기 좋았다 오늘부터 우리는 배우의 열연에 오히려 만화보다 좋았다 전의 만화를 이제와 실사화 하냐고 생각했지만 보고 나니 매우 성공적이라고 생각했다 킹덤 원작의 흡입력 있는 스토리를 가지고 재현도 높은 액션이 훌륭했다 만화나 애니메이션을 보고 기대했는데 기대만큼 재밌었다 실사영화 카이지 시리즈 후지와라 타츠야의 연기력이 모든 것을 말해준다 원작에 충실하면서도 현실성 있는 스토리가 매력적 은혼 배우진 모두가 캐릭터 자체였다 원작에 대한 사랑이 진지하게 느껴지는 비주얼과 스토리 전개로 지나치게 원작에 충실한 영화였다 바람의 검심 지금까지 실사영화 유일하게 성공할거라 느껴진 작품 박력만점 애니메이션을 넘어섰다 팬들이 실사화에 가장 중요시하는 요소 스토리의 충실도 캐릭터의 비주얼 연출 팬들이 말하는 이런 실사화는 용서할 없어 원작과 전혀 다른 내용전개 캐릭터의 비주얼이 다르다 오리지널 캐릭터의 난입 원작의 감동을 헤치는 라스트신
1517,한국 나오자마자 타락한 외국인들,독도는 우리 땅을 외치던 미군 페리스 상병 일베츙으로 전직 자네 부모가 전라도 사람인가로 유명한 라비 욤비 성매매 하러 사람을 폭행 협박해서 만원을 빼앗은 혐의로 교도소 복역
1519,평당 만원으로 지어져 개월만에 붕괴한 아파트,서울시 도시정화계획으로 건설된 시민아파트 하나인 와우아파트 하청에 하청에 하청에 하청에 하청에 거쳐 평당 건설가격이 현재가치로 만원에 무허가 건축가가 건축 현대의 아파트 건설단가는 평당 만원 산중턱에 지었는데 지반공사 안함 철근 박아야 하는 기둥에 개만 박음 설계 자체가 평당 하중으로 설계했는데 입주민들의 평균 하중은 평당 톤이었음 당시 독일 대학원생들이 건물의 붕괴원인으로 논문을 쓰려다가 건물이 무너진건 조사할 필요가 없다 기겁하고 귀국
1522,수상할 정도로 내한을 좋아하는 가수,오아시스의 리더이자 현재 노엘 갤러거의 높게 나는 새로 활동 중인 노엘 갤러거 한국 특유의 떼창과 호응에 반해서 한동안 라이브로 하지 않았던 마저 해주기도 인터뷰도 위트있게 잘해줌 근데 사실 내한하는 이유는 따로 있는데 예전에 자켓 테러 당해서 잡으러 온다 카더라
1527,무도에서 유재석이 있어야하는 이유를 보여준 프로그램,수상한 몰래카메라 조작단 설때 명절 파일럿 프로그램으로 무한도전 멤버들 섭외해서 몰카찍는 프로그램이었는데 나름 김구라도 장악력 있는 하나이긴 한데 무도 멤버들은 몰랑 우리 맘대로 할꺼야 프리더어엄 으로 고삐풀린 고루시마냥 날뛰어서 산만한 진행방식으로 노잼이 되어 폭망해버렸다 후일담으로 김구라씨가 엄청 힘들었다고 라스멤버들에게 하소연했다
1530,북한보다 언론 자유도가 낮은 나라,언론 자유도 조사대상 개국을 조사했는데 대다수의 사람들은 당연히 북한이 꼴찌라고 생각하겠지만 놀랍게도 북한은 위이다 그렇다는것은 북한보다 자유도가 없는 나라가 있다는 것인데 나라의 이름은 동아프리카 홍해 연안에 위치한 나라 에리트레아 나라의 별칭은 아프리카의 북한 나라의 대통령은 아프리카의 김일성이라고 불리운다 나라는 한때 독립전쟁의 영웅이었던 이사이아스 아페웨르키가 독립 이후에는 잔혹한 독재자가 되어 년째 통치 중인 나라이며 인구가 만명인데 군인이 만명 남녀 구분없이 이상의 군생활을 해야되고 민영 언론은 한개도 없으며 아페웨르키를 찬양하는 관영 언론만 존재한다 국민의 절반 이상이 영양실조라는 통계도 있을만큼 나라 상황은 막장으로 떨어진지 오래이며 정치범에 대한 잔혹한 고문과 처형도 보고되고 있고 에리트레아 출신 난민이 유럽 등지로 망명하는 아프리카 난민의 상당수를 차지하고 있다
1536,너무 리얼해서 트라우마 건드린 장면,보고 있는 사람도 전쟁터를 뛰고 있다는 느낌을 주기 위해 실감나는 연출을 했는데 대전 참전 용사들이 이걸 보다가 재발
1546,교통사고 당해 실려가면서 구급대원에게 받은 질문,내가 타던 자전거에 승용차가 부딪쳐서 구급차에 실려갔을 구급대원으로부터 오늘은 몇월 며칠입니까 라는 질문을 받았다 날짜는 딱히 의식하면서 생활한 적이 없어서 모른다 하자 끈질기게 같은 질문을 반복했다 그들의 상식상 날짜는 즉답할 있는 것인가보다 아니 그런 아닌데 라고 나는 생각했다
1551,우리 동네에 있는 가까이 비어있는 건물,원래는 종합병원이었음 나는 병원에서 태어났고 동생은 저기서 맹장을 그리고 유명한 가수 누군가가 저기 응급실에서 사망했다는 말도 있음
1554,년에 중세시대 성에 사는 가족의 이야기,이탈리아에 사는 루도비카 산나자로는 산나자로 가문의 대로 년에 세워진 카스텔로 산나자로 성에 가족들과 함께 살고 있다 평이 넘는 크기에 개의 방과 개의 침실을 가진 성에서 태어나 자란 루도비카 산나자로는 어릴때 디즈니 영화를 보면서 성에서 뛰어노는 것들이 당연한 거라 생각했는데 자라면서 이런 곳에 사는 것이 얼마나 특별한지 알게 되었다 라며 통해 성에서 사는게 어떤 일인지에 대해 공개했다 성에 있는 가족교회 얼음 저장고 비밀통로 와인저장고 지하감옥 성의 숨겨진 장소들을 공개하며 다들 성에 사는걸 부러워하는데 그런건 사용인이 있을때 그렇고 넓은 성에서 가족끼리 사는건 와이파이도 특정 장소에서만 돼고 겨울엔 추운데 난방도 제대로 없고 가족들이 어딨는지 찾기도 힘들고 정원관리도 스스로 해야 하는데 잔디깍기만 주일이 걸린다 라며 사용인이 없는 진짜 성생활을 밝힘
1556,연봉으로 억원 받으면서 엄마 카드로 게임 결제하는 사람,볼티모어 레이븐스 소속의 미식축구 선수 마일스 보이킨은 지금까지 엑스박스 게임 결제를 엄마 카드로 해왔다는걸 깨달음 그래서 그는 엑스박스와 도움을 받아 엄마 사진으로 커스텀한 매든 엑스박스를 만들어 엄마에게 선물함
1558,스카이림 직업별 빡센 순간,근딜이 빡센 순간 서리 마법을 뿜으며 나를 얼려 죽이는 마법사 아니 시발 분명 내가 때는 에어컨 바람이었는데 궁수가 빡셀 얼음망령 십색기를 맞추려고 애쓸 새끼는 근딜도 맞추기 힘듬 파괴법사가 빡셀 모든 순간
1566,최종보스는 오래 사니까 주인공 일행 죽고 나면 정복하면 되는 아님,마징가 시리즈의 흑막이자 최종 보스 어둠의 제왕 그는 강력한 모습으로 아군들을 가로막는데 결국 아군일행에게 쓰러지지만 그는 자신이 영생하기 때문에 다시 한번 돌아올거라고 맹세 한다 그렇게 그는 인과를 뛰어넘어 다시금 현세에 강림하겠다며 끝을 보러 가는데 이건 여미 뒤지겟습니다 수고하십쇼 하고 살하고 끝남
1568,영화를 관람한 사람들의 여러가지 해석이 굉장히 많이 나온 한국 영화,한국 공포 영화 역사상 손꼽히는 흥행을 하고 평가도 좋은 영화 포인트는 영화를 관람한 사람들의 해석이 굉장히 많은 영화라는 특이점을 보인 영화이기도 한국 영화 역사상 저만한 다양한 해석이 나오는 영화도 없다고 해도 좋을 정도로 하지만 이렇게 여러가지 해석이 갈리는 영화로 나올 밖에 없었던 이유가 있는데 포인트는 영화 촬영 중간중간에 수시로 대본을 바꾸는 굉장히 열악한 환경에서 촬영된 영화였기 때문임 쪽대본이었다는 얘기 심지어 중간에 감독이 차례 교체되기도 했었고 이런 우여곡절 끝에 만들어진 영화여서 영화를 자세히 보면 뭔가 군데군데 자연스럽에 이어지지 않는 부분들이 있다는 것을 알게 게다가 영화 초반부의 시나리오에서는 최태인 중위와 장영수 병장 중심이 아닌 오규태 병장 중심의 시나리오도 짜여져 있었고 게다가 주연 배우인 감우성과 몇몇 배우들은 귀신의 모습을 직접적으로 등장시키지 않는 것이 좋겠다고 했었는데 의견은 받아들여지지 않았다지 하지만 이렇게 촬영 기간 중간에 시나리오가 시시로 바뀌게 되고 감독도 중간에 바뀌는 우여곡절을 겪었던 것이 오히려 영화에 대한 다양한 해석을 낳는 떡밥거리를 꽤나 많이 남겼다는 아이러니한 점을 남겼다는 거임 포인트는 이렇게 탄생된 영화였음
1570,학생들의 놀라운 어휘 실력,단어를 모르기만 하는 것에서 문제가 생기는 것이 아님 단어를 모르게 되니 교과서를 이해할 있는 능력이 저하 그래서 일선 교사들도 굉장히 힘들어 한다고 이자겸의 난의 원인 이전에 난이 뭐에요 장인이 뭐에요 하는 수준이기 때문 어휘의 부족이 이제 학습력의 저하로 오고 있다고
1571,기네스 맥주마시는,맥주 마시고 입가심하라고 달달한 알사탕 넣어준다 이거 모르고 버리는 사람 많아서 알려준다
1573,알렉산더가 가장 두려워 했다고 전해지는 인물,바로 알렉산더의 어머니 올림피아스 올림피아스는 당시에도 끊임 없이 야망과 강단 있는 여성으로 등장했는데 대표적으로 다음과 같다 그녀의 남편 필리포스 세가 암살 됐을 가장 먼저 암살 후보에 이름을 올린 사람이 바로 올림피아스였다 필리포스가 살아남아 에우리디케의 자식이 장성하는 보게 되면 타민족의 왕녀인 자신과 알렉산더는 권력에서 밀릴 우려해 죽였다고 하는 이야기다 물론 근거는 없으나 이런 의혹을 받았다는 것만으로도 당시 그녀의 취급을 있다 이와는 별개로 올림피아스는 남편이 죽자마자 슬퍼하기는 커녕 왕녀인 에우리디케와 살짜리 아기를 불태워 죽여버린다 그녀의 욕망은 알렉산더의 원정 때에도 계속 된다 끊임 없이 권력과 명예를 탐하는 모습을 보여 당시 국정을 맡고 있던 안티파트로스와 사이가 엄청 좋았다고 한다 알렉산더는 원정을 나갔을 때에도 이를 최대의 골칫거리로 여겼고 엄마 제발 그러지 마세요 하고 부탁해 일을 해결했다고 한다 알렉산더 사후 그녀는 가만히 평화가 찾아오기를 기다리지 않았다 하지만 아무리 왕녀라 한들 여자가 당시에 무슨 힘이 있겠는가 아테네는 여자는 군정에 참가할 없다는 이유로 투표권도 주지 않을 만큼 여성에게 가혹한 시대였다 그러나 그녀는 자신의 최대 장점이 무엇인지 알고 있었다 바로 자신의 클레오파트라가 왕가의 마지막 여인 이라는 말이다 여기서 등장하는 클레오파트라는 우리가 알고 있는 이집트 최후의 여왕이 아니라 알렉산더의 동생이며 필리포스 세와 올림피아스의 딸을 의미한다 그때부터 그녀는 임신 전쟁에 참가했고 모녀는 페르디카스를 낙점했다 허나 페르디카스는 연이은 뻘짓으로 결국 디아도코이 전쟁 최단기 퇴물이 됐고 올림피아스에게 이상 남은 수는 없었다 하지만 그녀는 끊임 없이 반항을 했다 그러나 역시 역량 차이를 이기지 못해 안티파트로스의 아들 카산드로스에게 붙잡힌다 카산드로스는 병사들에게 빨리 죽여라 라고 명을 내렸지만 올림피아스는 겁을 먹긴 커녕 내가 누군지 아느냐 하면서 병사들을 읍박했다고 한다 결국은 카산드로스가 직접 나서서 죽임으로써 그녀의 파란만장한 인생은 끝이 난다 이렇듯 올림피아스는 당시 여성이라고 없을만큼 강단 있고 무시무시한 야심과 능력을 가진 인물이었다 역사가들이 평하는 것처럼 그녀가 정말로 남자로 태어났다면 에피로스는 마케도니아에게 위협이 됐을지도 모른다 베스트 가고 싶어요
1582,베지터가 묘하게 친절해졌던 부분,평소의 거만함 까칠함 버리고 직접 사이즈까지 찾아다주고 진지한 표정으로 설명해주고 질문에도 성실히 답해줌 복장을 정장이라고 생각하는 양반이니만큼 나름 자부심과 애정이 있어서 그런듯
1589,오늘자 관종력 발한 머스크 근황,어제 오전 비트코인 다시 결제 열거라고 어그로 발언 당일 하락세던 비트코인이 반등하여 상승세로 돌아섬 같은 증권가에서 트위터 작작 하라고 경고 오늘 오전 이번에도 트윗으로 하루만에 태세 전환해서 앞으로 코인과 결별하겠다는 늬앙스의 내용 올림 동시간 비트코인 순식간에 이상 수직 하락 같은 오후 전날은 행복회로 심어주더니만 그새 태세 전환해서 한때 나가던 코인이 그립다면서 코인 물린 개미들 조롱하는 만화 트윗함 과거 학창시절 괴롭힘 받던 불운한 괴짜 천재가 끝내 성공했다 현재 왕따 당할만한 새끼였다 담당 일진 다시 붙여야 한다
1592,성우 경력 년차 성우의 야스쿠니 참배 인증 사건,당시의 야스쿠니 신사 참배 사건이 존나 크게 터진 웹라디오 화를 유튜브에서는 비공개 처리하고 트윗도 삭제 이후 트윗창 중일 대전 발발 공식적으로 없던일로 하거나 트윗 담당자 책임 떠넘기기 할려나 싶었는데 적당히 과하고 넘어갈려고함 대충 이에 대한 반응들 사과 왜함 사과 뭐가 문제인지 전혀 파악 못한 피랍자 전원 구출 납북자 전원 탈환 하다하다 우익충 까지 꼬임 깨들 우루사이 데수웅 일본 정부가 나서라 생각이지 얘는 결국 중국계 혹은 중국에 진출한 아니메 가챠겜에서 하나 연기한 내용들 삭제 당하는
1594,범죄에 사용된 흉기들로만 만들어진 작품,죽음의 천사상 경찰서 수집가 범죄 피해자들 범죄자들에게 기증받은 흉기 만개로 만들었다고 칼날은 전부 무디게 만들었고 유가족의 요청에 따라 피해자의 이름이 새겨진 칼날도 있다고
1596,세계에서 최초로 양식 성공한 황금광어,한국의 서종표이라는 수산업체 사장님이 년동안 연구해서 황금 광어 양식을 세계 최초로 성공함 가끔씩 발견되는 돌연변이 개체인데 광어 양식장 사람들에게 만약 황금광어가 발견되면 연락해달라고 사정사정 했다고 그런데 우리나라에서 매년 광어가 억마리 이상 양식되는데 년동안 꼴랑 마리밖에 발견 안됬다고 이렇게 기증받은 황금 광어와 정부의 고부가가치 종자 확보 사업 지원을 받아 년만에 황금광어 양식을 성공함 황금광어는 어렸을땐 일반 광어랑 색깔이 똑같다가자라면서 색깔이 금색으로 변한다고 알려짐 그런데 문제는 초기엔 황금광어 교배에는 성공했어도 새끼가 색깔이 바뀌기 전에도 죽어버렸음 이걸 어떻게 개선해서 새끼를 살리는데 성공했지만이번엔 광어가 성체가 되어도 색깔이 변하지 않음 황금광어의 새끼는 황금광어가 아니였던거임 광어의 색깔 유전은 생각보다 복잡한 요인이 있던거임 이것때문에 황금광어 양식을 개발하던 사장님은 한동안 사기꾼 소리 들었다고 하지만 국립수산원의 기술지원 덕에 조금씩 개선을 해서 황금광어가 태어나는 비율을 까지 끌어올렸다고 세대가 내려가면 내려갈수록 황금색 유전자가 점점 순수해져서 지금은 정도라고 황금광어는 보기만 좋은게 아니라 맛도 일반 광어보다 맛있다고 알려짐 지금 해외에 열심히 수출중임 사장님 인터뷰 피셜 중국사람들이 황금을 좋아하니 중국에다 팔면 돈이 같았다
1599,의외로 약물검사도 하는 스포츠,스포츠도 도핑 검사가 도입되고 있음 커피 마시면 안된다 이정도 수준이 아니고 기존 스포츠와 동일한 도핑검사가 도입되고 있는데 이유는 두가지임 아시안게임 올림픽등 스포츠를 기성스포츠와 동일한 수준으로 올리기 위해서 다른 스포츠와 동일한 도핑테스트가 이뤄진다는점임 이게 아시안게임에 올라와있는 바둑같은 경우에는 동일한 기준의 도핑 테스트를 했음 덕분에 아시안게임때 이슬아 단은 감기약을 못먹고 머리에 침맞고 경기를 진행했을 정도임 두번째는 관계자 폭로가 있었는데 종목에서 선수중 한명이 우리 애들 약빨고 했는뎅 했음 처음에는 문제가 안됬지 다들 레드불좀 빨고 카페인좀 빨고 하는갑다 했을뿐임 실제로 게임용 각성제 같은건 상품화 되서 나오기도 했으니까 그런데 그게 카페인이 아니고 애데럴이라는 약물이었음 애데럴이 뭐냐면 치료제로 신경안정 집중력 향상을 보여줌 당연히 약성인데다가 금지약물 이후 사무국은 식겁하고 도핑테스트를 실시하겠다고 밝힘 국내 롤판에서도 슬슬 도입 가능성이 높음
1608,아아 이것은 상성 이란 것이다,전신이 움직이는 액체인 죽여도 죽여도 계속 불어나는 데다가 절단되면 죽는게 아니라 그냥 분열해버려서 베기 특화인 아토믹 사무라이의 천적 검은 정자가 최대치까지 분열해서 전부 쓸어버리는 정자 쓰나미를 쓸까도 생각했지만 그렇게 분열해도 근육덩어리 쿠로비카리에게는 데미지가 않들어가니까 그만둠
1609,가난할수록 오히려 살이 찌는 이유,당장은 왼쪽의 음식을 먹고도 버틸수 있겠지만 후반 가면 각종 병이란 병은 생김 오른쪽처럼 대부터 먹으면 대부터 제대로 효과를 발휘함
1617,아싸의 극에 달한,어떤 남자가 나한테 손을 흔들길래 나도 같이 손을 흔들어주었다 하지만 그는 내가 아닌 다른 여자를 보고 그런 거였고 갑분싸를 피하려고 계속 손을 흔든 나는 택시를 잡아타고 그대로 공항까지 갔다 지금 나는 폴란드에서 삶을 시작했다
1628,보기만해도 숨막히는 굉장한 영화 라인업들,도대체 하반기에는 무슨 마가 낀건지 나오는 족족 수준 미달 표절 똥영화로 범벅된것도 모자라서 제일 흥행 잘된게 손익분기점 겨우 넘긴 수준이고 나머지는 죄다 흥행참패함
1630,게임역사상 가장 어이없는 오프닝중 하나,바이오하자드 겪으며 강해진 우리들 이제 드디어 엄브렐러와의 최종결전인가 하며 들어갔는데 오프닝에 엄브렐러는 상폐됐슴다 하고 지나가버림 스토리는 대통령 딸내미 구하기 근데 갓겜
1639,일본 도쿄공업대학 종이비행기 대회 근황,일본 에서 어떤 사람이 도쿄 공업대회 커리큘럼에서 있던 종이비행기 대회에서 등한 상장을 올린게 주목을 받게 된다 왜냐면 사람이 만든 종이비행기는 비행기의 형태는 존재하지 않는 구겨진 종이였기 때문 사실 제대로된 비행기를 접고 나서 참가자들끼리 시험운행이 있었는데 참가자들이 날리는 비행기들이 시원치 않아서 그럼 그냥 구겨서 던지면 멀리 나가는거 아냐 라는 생각에 구겨서 날렸더니 등을 했다고 한다 그런데 해당 글이 화제가 되자 해당 대회 참가자가 리플을 남겼는데 역시 구긴 종이로 등을 달성한 것이 알려지면서 종이비행기가 아니라 종이투포환 대회냐 저런 것들 사이에서 등을 달성한 비행기는 도대체 뭐냐 라는 의견에 어차피 권위나 기록이 있는 대회도 아니고 창의력이 인정된 결과라고 생각한다고 대답함
1642,병원도 환자도 억울한 케이스,세가와병은 발병률이 정도로 극단적으로 드문 희귀병임 그런데다가 증상은 뇌성마비 파킨슨 병과 거의 동일함 대신 매커니즘이 다른데 뇌성마비의 경우 뇌의 미숙 혹은 뇌교 손실로 인한 신경명령에 문제가 있는 반면 세가와병의 경우 신경전달물질 합성 효소의 문제라 치료제가 존재하기는 도파민 복용하면 괜찮아 진다고 하더라 정확히는 근육 긴장도라던가 이것저것 다른모양이긴한데 뇌성마비가 흔하다 보니 다리가 꼬이고 움직임이 이상하면 그냥 뇌성마비라고 진단하는게 일반적임 뇌성마비와 안되게 구분되는점은 병이 진행이 되는데다가 오전과 오후에 증상의 차이가 있다는 점임 그런데 그걸 최초진단에서 캐치하기 어려웠던것도 사실이고 물리치료사는 세가와병을 알았기 보다는 근육을 직접 만져보니까 소아마비 뇌성마비와는 느낌이 다른걸 캐치했을거고 무엇보다 세가와병 자체가 이전에도 극단적인 희귀증상이라며 년대부터 보고된 케이스는 있지만 자세히 소개되기 시작한건 이후임 정식명칭은 도파 반응성 근긴장이상 예전에는 세가와병이 뭔지도 몰랐음 해당 환자 조차 년까지 서울의 대학병원 해외 유명 병원등에서 조직검사도 받고 했지만 병이 확인이 안됬을정도 이건 병원 잘못이 절대 아님 방송 이후 혹시나 하는 마음에 비슷한 증상의 뇌성마비 환자들이 세가와병 진단을 받기 시작함 뇌성마비는 신이 와도 못고치지만 세가와병은 도파민 복용만으로도 치료가 가능함 일반적으로 찍었을때 뇌성마비나 파킨슨과 달리 정상적인 모습이 나오고 도파민을 복용했을때 움직임이 좋아지면 세가와병으로 확진함 프로세스가 정착된게 년대 이후임 정황상 환자 부모님도 뇌성마비와는 다르다는걸 알고 여기저기 알아보고 다녔지만 시대의 한계였을뿐임 이건 병원도 환자도 억울한 케이스
1652,한국과 일본이 서로 어원이 상대국가라고 주장하는 단어,한국어 사전 구두는 일본어 에서 단어입니다 일본어 사전 구두의 어원은 여러가지 설이 있지만 조선에서 일본어로 여러 문화가 유입된 점에서 조선어 에서 왔다는 설이 유력하다 이에 대한 친구의 코멘트 한국어에서 구두는 서양의 양복구두만을 말하고 일본어에서 구두는 모든 신발을 말하는데 조선에서 일본으로 모든 신발을 뜻하는 구두가 들어온 후에 조선에서 구두란 말이 사어가 되고 후에 일제강점기에 일본어 구두가 다시 전해졌는데 그때 신발이 대부분 양복구두니까 구두 양복구두 남게된거 아님
